it,00_0,01_0,10_0,11_0,00_1,01_1,10_1,11_1
123,0.000101543,-1.67852e-06,-1.67852e-06,0.000101389,9.94442e-05,-3.40106e-07,-3.40106e-07,0.000100785
124,0.000100672,1.47719e-07,1.47719e-07,0.0001003,0.000101246,-6.34319e-08,-6.34319e-08,9.99665e-05
125,0.000103801,-4.22863e-07,-4.22863e-07,9.98138e-05,9.99925e-05,-1.49539e-06,-1.49539e-06,0.000103006
126,0.000101608,-1.9642e-06,-1.9642e-06,0.000101868,0.000100865,1.71497e-06,1.71497e-06,0.000100313
127,0.000101848,5.87263e-07,5.87263e-07,0.00010053,9.95358e-05,9.25424e-07,9.25424e-07,0.000102267
128,0.000100398,1.70942e-07,1.70942e-07,0.000102815,9.94227e-05,2.76126e-07,2.76126e-07,0.000104062
129,9.95328e-05,-1.25438e-06,-1.25438e-06,0.000101696,9.97635e-05,1.31027e-06,1.31027e-06,9.85484e-05
130,9.9869e-05,6.65548e-07,6.65548e-07,0.000100915,0.000103217,2.43428e-07,2.43428e-07,0.000100652
131,9.86089e-05,1.38681e-06,1.38681e-06,9.91108e-05,0.000103176,1.0712e-06,1.0712e-06,0.000100635
132,0.000100393,-2.02151e-07,-2.02151e-07,0.000100098,0.000101837,5.45669e-07,5.45669e-07,0.000101294
133,0.000100192,4.2576e-07,4.2576e-07,0.000101229,9.98345e-05,-6.10261e-07,-6.10261e-07,9.9257e-05
134,0.000101339,-1.23861e-06,-1.23861e-06,0.000101443,0.000102442,-9.60719e-07,-9.60719e-07,0.000100038
135,9.96687e-05,7.24072e-07,7.24072e-07,0.000101315,0.000101803,-3.40848e-07,-3.40848e-07,0.000101856
136,0.000100567,8.82065e-08,8.82065e-08,0.000100805,9.93861e-05,-6.39202e-07,-6.39202e-07,9.92543e-05
137,0.000101178,-4.95053e-08,-4.95053e-08,0.000101191,0.000101674,1.21303e-06,1.21303e-06,0.000101913
138,0.000100731,-1.54693e-06,-1.54693e-06,0.000103536,9.87077e-05,-2.30856e-07,-2.30856e-07,0.00010169
139,9.74778e-05,-5.92186e-07,-5.92186e-07,9.9596e-05,0.000101267,1.65582e-07,1.65582e-07,0.000101618
140,0.00010152,5.02113e-07,5.02113e-07,0.000101834,0.000100931,-2.34831e-07,-2.34831e-07,9.98974e-05
141,0.000101691,-2.04052e-08,-2.04052e-08,0.000101375,0.000101011,-8.89129e-07,-8.89129e-07,0.00010177
142,0.000101269,1.81091e-06,1.81091e-06,0.000102466,0.000104062,-2.39315e-06,-2.39315e-06,9.88955e-05
143,9.95243e-05,4.80237e-07,4.80237e-07,0.00010078,9.99903e-05,-4.84696e-07,-4.84696e-07,9.97006e-05
144,0.000101186,2.99975e-07,2.99975e-07,0.000103983,0.000101045,1.26773e-06,1.26773e-06,9.96657e-05
145,0.00010442,-5.01186e-08,-5.01186e-08,0.000102231,0.000100897,-7.70636e-07,-7.70636e-07,0.000100061
146,0.000100533,-1.03046e-06,-1.03046e-06,9.99178e-05,0.000100103,-1.88559e-07,-1.88559e-07,9.99708e-05
147,0.000101827,6.79068e-08,6.79068e-08,0.000100537,0.000102224,1.10596e-06,1.10596e-06,0.000100855
148,0.00010229,9.48713e-07,9.48713e-07,0.000101799,0.000100867,-1.54972e-07,-1.54972e-07,0.00010377
149,0.000100984,3.85847e-07,3.85847e-07,0.000100091,0.000101711,-6.26552e-07,-6.26552e-07,0.000101648
150,0.000100746,1.30412e-06,1.30412e-06,9.90854e-05,0.000100692,-9.27095e-07,-9.27095e-07,9.99418e-05
151,9.94038e-05,1.34254e-07,1.34254e-07,0.000103656,0.000100645,-5.88916e-07,-5.88916e-07,9.97124e-05
152,9.85242e-05,3.36144e-07,3.36144e-07,0.000100115,9.98822e-05,-1.94247e-06,-1.94247e-06,0.000100612
153,0.000101396,-7.31813e-07,-7.31813e-07,9.89321e-05,0.000103026,-5.80075e-08,-5.80075e-08,0.00010121
154,0.000100504,5.15159e-07,5.15159e-07,0.000102678,0.000102074,1.62338e-06,1.62338e-06,0.000102891
155,9.98924e-05,1.08132e-06,1.08132e-06,0.000101009,0.000102099,1.0064e-06,1.0064e-06,9.97728e-05
156,0.000101723,1.88859e-07,1.88859e-07,9.80628e-05,0.000101516,1.94202e-06,1.94202e-06,0.000101986
157,0.000102249,-1.16662e-06,-1.16662e-06,9.95769e-05,0.000101372,9.05146e-07,9.05146e-07,9.95801e-05
158,0.000102075,-4.84459e-07,-4.84459e-07,0.00010336,0.000100609,-2.27489e-06,-2.27489e-06,9.91517e-05
159,0.000102911,-5.61195e-07,-5.61195e-07,0.00010101,0.00010287,-7.61358e-07,-7.61358e-07,9.98242e-05
160,0.000101363,7.10568e-07,7.10568e-07,0.000101265,0.00010114,1.4253e-06,1.4253e-06,9.95719e-05
161,0.000105657,-1.05892e-06,-1.05892e-06,0.000101388,0.000101577,6.10719e-07,6.10719e-07,0.000100972
162,0.000100965,3.31074e-07,3.31074e-07,0.000101595,0.000100848,3.41173e-07,3.41173e-07,0.000100878
163,9.85674e-05,6.66382e-07,6.66382e-07,0.000100146,0.000100216,-1.01581e-06,-1.01581e-06,0.000101412
164,0.000101757,-9.27032e-07,-9.27032e-07,0.000101034,0.000100266,2.21381e-07,2.21381e-07,0.000101288
165,0.000100213,-3.83819e-07,-3.83819e-07,0.00010323,0.000100957,-1.66475e-08,-1.66475e-08,9.93093e-05
166,0.000101917,-6.68735e-07,-6.68735e-07,0.000102623,0.000105637,1.74047e-06,1.74047e-06,0.000102624
167,9.98496e-05,1.08092e-06,1.08092e-06,0.000101135,9.90182e-05,-7.96715e-07,-7.96715e-07,9.83354e-05
168,0.000102154,-3.6965e-07,-3.6965e-07,0.000101389,0.000101782,6.41148e-07,6.41148e-07,0.000101114
169,0.000100952,-1.72825e-06,-1.72825e-06,0.000105213,0.000100271,-1.55877e-06,-1.55877e-06,0.000100369
170,0.000101176,-6.48757e-07,-6.48757e-07,0.000102797,0.000100755,-6.02292e-07,-6.02292e-07,0.00010166
171,0.000104669,-3.69169e-08,-3.69169e-08,0.000100982,0.000100053,4.27105e-08,4.27105e-08,0.000101307
172,0.000102291,8.126e-08,8.126e-08,0.000102488,0.00010288,1.1037e-06,1.1037e-06,0.000101971
173,9.93329e-05,2.96325e-07,2.96325e-07,0.000101476,0.000101366,-6.53486e-07,-6.53486e-07,9.99373e-05
174,9.81968e-05,-9.56392e-07,-9.56392e-07,9.81119e-05,0.000100378,1.0234e-06,1.0234e-06,0.000100549
175,0.000100652,-2.01658e-07,-2.01658e-07,0.000103129,0.000102601,1.58542e-07,1.58542e-07,0.000102365
176,0.000100655,-2.19168e-07,-2.19168e-07,9.9388e-05,0.000101161,3.13792e-07,3.13792e-07,0.000101402
177,0.000101809,-2.1776e-07,-2.1776e-07,9.99287e-05,0.000101506,-5.43289e-07,-5.43289e-07,0.00010288
178,9.95095e-05,-5.06261e-07,-5.06261e-07,0.000102302,0.000103115,-8.04594e-07,-8.04594e-07,0.00010287
179,0.000104173,-1.16918e-06,-1.16918e-06,0.00010157,0.000101795,-2.12653e-06,-2.12653e-06,0.000102222
180,0.000104049,-1.68506e-07,-1.68506e-07,0.000101785,0.000100266,1.96455e-06,1.96455e-06,9.7568e-05
181,0.000100209,1.79401e-07,1.79401e-07,0.000101696,0.000104758,-1.68346e-06,-1.68346e-06,0.000100331
182,0.00010006,2.15796e-06,2.15796e-06,9.99388e-05,9.99534e-05,-7.87867e-07,-7.87867e-07,0.00010265
183,0.000100496,1.64934e-06,1.64934e-06,0.000100489,0.000102745,1.37571e-06,1.37571e-06,0.000101545
184,0.000101725,3.69161e-08,3.69161e-08,0.00010287,0.000104998,-1.56475e-06,-1.56475e-06,9.86165e-05
185,0.000102469,-4.53417e-08,-4.53417e-08,0.000102027,0.000102599,6.59534e-07,6.59534e-07,0.000101891
186,9.96405e-05,9.31796e-07,9.31796e-07,9.9132e-05,0.000100422,-1.92638e-06,-1.92638e-06,0.000101122
187,0.000102099,-6.23383e-07,-6.23383e-07,0.000100842,9.99935e-05,-1.98932e-06,-1.98932e-06,0.000101116
188,0.00010211,4.17771e-07,4.17771e-07,0.000101527,0.000100771,1.89804e-07,1.89804e-07,0.000101771
189,0.000100459,5.72672e-07,5.72672e-07,9.95445e-05,0.000101141,1.74468e-06,1.74468e-06,0.00010219
190,9.90375e-05,1.47344e-07,1.47344e-07,0.000100825,0.000101296,2.65746e-09,2.65746e-09,0.000102744
191,0.000100169,9.81969e-07,9.81969e-07,0.000103008,0.000100555,6.63304e-07,6.63304e-07,0.000102426
192,0.000102605,-5.91444e-07,-5.91444e-07,0.000101861,9.97111e-05,3.13502e-07,3.13502e-07,0.000101317
193,0.000103203,7.86663e-07,7.86663e-07,0.000100889,0.00010208,8.96363e-07,8.96363e-07,0.00010163
194,0.000100328,2.04046e-07,2.04046e-07,0.000102257,0.000100279,-4.5835e-07,-4.5835e-07,0.000100651
195,0.00010493,3.80969e-06,3.80969e-06,0.000103614,0.000103397,9.28788e-08,9.28788e-08,0.000103556
196,9.99085e-05,3.7747e-07,3.7747e-07,0.000102137,9.83943e-05,1.32085e-06,1.32085e-06,9.99561e-05
197,0.000100822,-1.05594e-06,-1.05594e-06,9.97946e-05,0.000103493,1.55957e-06,1.55957e-06,0.000102696
198,0.000100409,5.51797e-07,5.51797e-07,9.80834e-05,0.000101434,1.5354e-06,1.5354e-06,0.000100746
199,0.000100634,-7.49603e-07,-7.49603e-07,0.000102423,0.000103748,-2.96963e-07,-2.96963e-07,9.97125e-05
200,0.000101328,-1.80232e-08,-1.80232e-08,0.000101687,0.000102302,-8.80151e-07,-8.80151e-07,0.000100063
201,9.9956e-05,-1.82365e-06,-1.82365e-06,0.00010137,0.000100005,-1.91082e-07,-1.91082e-07,0.00010177
202,0.000102569,3.39044e-07,3.39044e-07,0.000102783,0.00010539,-4.74363e-07,-4.74363e-07,9.82511e-05
203,0.000102759,-1.44813e-06,-1.44813e-06,0.000103234,0.000102107,1.66011e-06,1.66011e-06,0.000101657
204,0.000100587,1.15135e-06,1.15135e-06,0.000101035,0.000102543,1.53877e-06,1.53877e-06,0.000102828
205,0.000102821,1.31484e-06,1.31484e-06,0.000101245,0.000100731,4.75888e-07,4.75888e-07,0.000100403
206,0.000103331,1.33432e-07,1.33432e-07,0.000101675,9.86527e-05,-7.13112e-07,-7.13112e-07,0.000100151
207,0.000100687,2.23527e-07,2.23527e-07,9.81924e-05,0.000102338,1.56117e-06,1.56117e-06,9.97864e-05
208,0.000101282,7.42757e-07,7.42757e-07,0.000102016,0.000101472,-4.0038e-07,-4.0038e-07,0.000100743
209,0.000100684,-4.87538e-07,-4.87538e-07,9.83156e-05,0.000102018,-2.09639e-07,-2.09639e-07,0.000100022
210,0.000101914,-1.43825e-06,-1.43825e-06,0.000105568,0.000101115,1.30148e-06,1.30148e-06,0.000104272
211,0.000101371,-6.68252e-07,-6.68252e-07,0.000100823,9.81698e-05,4.90811e-07,4.90811e-07,0.000101157
212,9.90876e-05,-2.36503e-08,-2.36503e-08,0.00010178,0.000101829,-7.87341e-07,-7.87341e-07,0.000103229
213,0.00010173,1.70302e-06,1.70302e-06,0.000100401,0.000101693,-1.87966e-06,-1.87966e-06,0.000100932
214,0.000101394,-1.42893e-06,-1.42893e-06,0.0001014,0.000100687,-2.92306e-07,-2.92306e-07,9.98744e-05
215,0.000101441,-4.67097e-07,-4.67097e-07,0.000102299,0.000103406,-2.74419e-07,-2.74419e-07,0.000100543
216,0.000102113,-1.08519e-06,-1.08519e-06,0.00010021,0.000101121,7.07021e-07,7.07021e-07,9.96371e-05
217,9.66646e-05,1.69555e-06,1.69555e-06,0.000100928,0.000100447,8.73858e-07,8.73858e-07,0.000100947
218,0.00010182,8.12784e-07,8.12784e-07,0.000100801,0.000103729,-3.86465e-07,-3.86465e-07,0.000100136
219,0.000100271,2.56621e-07,2.56621e-07,0.000101039,0.00010203,-2.24592e-06,-2.24592e-06,0.000101226
220,0.00010399,-2.10544e-06,-2.10544e-06,0.000100656,9.9419e-05,-1.43171e-06,-1.43171e-06,0.00010021
221,9.9397e-05,5.11165e-09,5.11165e-09,0.0001033,0.000104048,-8.21292e-07,-8.21292e-07,0.000101956
222,9.96949e-05,8.39563e-07,8.39563e-07,0.000100656,0.000101044,6.4867e-07,6.4867e-07,9.93263e-05
223,0.000100034,-1.43712e-06,-1.43712e-06,0.000101007,9.89863e-05,-2.09419e-06,-2.09419e-06,0.000102792
224,0.00010189,-4.24052e-07,-4.24052e-07,0.000102339,0.000102749,1.39601e-07,1.39601e-07,0.000100966
225,0.000102868,-3.5787e-07,-3.5787e-07,0.000101273,0.000100707,-6.83944e-07,-6.83944e-07,0.000100858
226,0.000101287,-1.33755e-06,-1.33755e-06,0.000100399,0.000100218,1.54544e-06,1.54544e-06,0.000102958
227,0.000103071,-9.64227e-07,-9.64227e-07,9.89289e-05,0.00010415,-1.85803e-07,-1.85803e-07,0.000101909
228,0.000100402,-1.6153e-07,-1.6153e-07,0.000102917,0.000103468,-1.58394e-06,-1.58394e-06,9.99045e-05
229,9.84935e-05,7.06729e-07,7.06729e-07,0.000101157,0.000100984,1.236e-06,1.236e-06,0.00010333
230,9.9977e-05,-1.32255e-06,-1.32255e-06,0.000101069,0.000103242,8.98345e-07,8.98345e-07,0.000101652
231,9.98755e-05,7.6459e-08,7.6459e-08,0.000100982,0.000102539,-1.52574e-06,-1.52574e-06,0.000101025
232,0.000102997,6.31861e-07,6.31861e-07,0.000105799,0.000103615,1.4633e-06,1.4633e-06,0.000100073
233,0.000100913,1.37522e-06,1.37522e-06,0.000102404,9.93382e-05,-3.4496e-08,-3.4496e-08,0.000101804
234,9.98245e-05,9.36258e-07,9.36258e-07,9.98418e-05,0.000104668,1.25022e-06,1.25022e-06,9.95043e-05
235,0.000100103,-9.13074e-07,-9.13074e-07,0.000101244,0.000101374,-5.53438e-07,-5.53438e-07,0.000100401
236,0.00010135,2.47869e-07,2.47869e-07,0.000100839,0.000101216,-1.49679e-06,-1.49679e-06,9.88986e-05
237,0.000100545,2.27161e-07,2.27161e-07,0.000101606,0.000103241,-1.02814e-06,-1.02814e-06,0.000100652
238,0.000100611,-3.81994e-07,-3.81994e-07,9.91726e-05,0.000100278,-2.68971e-07,-2.68971e-07,0.000100578
239,0.000100791,5.3424e-07,5.3424e-07,0.000101219,0.000105305,-1.10912e-06,-1.10912e-06,0.000101607
240,0.000100433,-1.30587e-06,-1.30587e-06,0.000103561,9.73629e-05,1.02894e-07,1.02894e-07,0.000100796
241,0.000100646,-2.24384e-06,-2.24384e-06,0.000104144,0.00010291,-5.42149e-07,-5.42149e-07,0.000102014
242,0.000102097,-3.09574e-09,-3.09574e-09,0.000102545,0.00010173,1.66044e-07,1.66044e-07,9.97144e-05
243,0.000101475,-7.13667e-07,-7.13667e-07,0.000102169,0.000102864,5.89372e-07,5.89372e-07,9.99427e-05
244,0.000102328,-3.1794e-07,-3.1794e-07,0.000102171,0.000102746,3.09492e-07,3.09492e-07,0.000100169
245,0.000101638,-6.87346e-07,-6.87346e-07,0.000103637,0.000103747,9.99821e-07,9.99821e-07,0.000102549
246,0.000102756,1.03931e-06,1.03931e-06,0.000100916,0.000100044,1.12348e-06,1.12348e-06,0.000104266
247,0.000102745,2.61756e-08,2.61756e-08,0.000101854,0.000104456,1.20563e-06,1.20563e-06,0.000102853
248,0.000103754,1.86641e-07,1.86641e-07,0.000100161,0.000102814,-7.58468e-07,-7.58468e-07,9.82719e-05
249,0.000100869,-9.70162e-07,-9.70162e-07,0.000101708,0.000102659,-3.25251e-07,-3.25251e-07,9.98459e-05
250,0.000101304,1.42251e-08,1.42251e-08,0.000101293,0.000102536,-1.38235e-07,-1.38235e-07,9.92824e-05
251,0.000100734,9.108e-07,9.108e-07,0.000100953,0.000102146,2.2941e-07,2.2941e-07,9.90272e-05
252,0.000101144,-1.59342e-06,-1.59342e-06,0.000101793,0.000100572,-9.45224e-07,-9.45224e-07,0.000100413
253,9.99966e-05,-1.84082e-07,-1.84082e-07,0.000102247,0.000101132,9.99588e-08,9.99588e-08,0.000101447
254,0.000100496,1.12257e-06,1.12257e-06,0.000100903,0.000101432,-1.64314e-06,-1.64314e-06,0.000100707
255,0.000102102,-6.86702e-07,-6.86702e-07,0.00010386,0.000102583,7.04456e-07,7.04456e-07,0.00010438
256,0.000101615,2.28714e-06,2.28714e-06,9.92279e-05,0.000100352,-1.39415e-06,-1.39415e-06,0.000104148
257,0.000103742,4.9051e-07,4.9051e-07,0.000101936,9.99491e-05,-1.24804e-06,-1.24804e-06,9.91926e-05
258,0.000102984,-1.36922e-06,-1.36922e-06,0.000101659,0.000101965,1.53536e-06,1.53536e-06,9.96946e-05
259,0.000101878,8.46557e-07,8.46557e-07,0.000102616,0.000100643,-2.97538e-07,-2.97538e-07,0.000101563
260,0.000102147,1.11071e-06,1.11071e-06,0.000101376,0.000105282,-8.10576e-07,-8.10576e-07,0.000101572
261,0.00010085,2.09108e-07,2.09108e-07,0.00010171,0.000102706,2.99534e-07,2.99534e-07,0.000102421
262,0.00010273,3.18466e-06,3.18466e-06,0.000100709,0.000102378,5.21083e-07,5.21083e-07,9.98459e-05
263,0.000102828,-1.64733e-06,-1.64733e-06,0.000104192,0.00010462,1.665e-06,1.665e-06,0.0001044
264,0.000102276,-8.2054e-07,-8.2054e-07,0.000101425,0.000102337,1.30885e-06,1.30885e-06,0.000102356
265,0.000100208,-2.9247e-07,-2.9247e-07,0.000102557,0.00010485,-9.80716e-07,-9.80716e-07,0.000101035
266,9.90959e-05,1.02047e-06,1.02047e-06,0.000101729,0.000103756,1.28864e-07,1.28864e-07,0.000101563
267,0.000100616,9.11616e-07,9.11616e-07,0.000101431,9.97353e-05,-8.32085e-07,-8.32085e-07,9.9241e-05
268,0.000100596,5.24401e-07,5.24401e-07,0.000102491,0.000102112,-9.42026e-07,-9.42026e-07,0.00010006
269,9.91472e-05,-1.40852e-07,-1.40852e-07,0.000100596,0.000100983,-2.24177e-08,-2.24177e-08,9.97108e-05
270,0.000101171,-3.44013e-07,-3.44013e-07,0.000103131,9.91617e-05,2.55634e-06,2.55634e-06,9.91018e-05
271,0.000101007,-1.10398e-07,-1.10398e-07,9.94522e-05,0.000100986,1.91336e-06,1.91336e-06,0.000101961
272,0.000102033,-9.84166e-07,-9.84166e-07,0.000100249,0.000100967,7.97313e-08,7.97313e-08,0.000100345
273,9.97528e-05,-4.21931e-07,-4.21931e-07,0.000103999,0.00010336,-5.39664e-07,-5.39664e-07,0.00010202
274,0.000100444,1.82199e-06,1.82199e-06,9.89744e-05,0.000102745,1.00915e-07,1.00915e-07,0.00010309
275,9.78869e-05,-2.22562e-06,-2.22562e-06,0.000101109,0.000102934,-9.12836e-07,-9.12836e-07,0.000102756
276,0.000100474,-6.81562e-08,-6.81562e-08,0.000100643,0.000102912,2.4902e-07,2.4902e-07,0.000100483
277,9.97757e-05,1.42042e-06,1.42042e-06,0.00010007,0.000101465,1.34986e-07,1.34986e-07,0.000102378
278,0.000103412,6.39746e-07,6.39746e-07,9.85099e-05,0.000100436,3.50725e-07,3.50725e-07,0.000102213
279,0.00010256,1.14971e-06,1.14971e-06,0.000100209,0.000101104,1.32946e-06,1.32946e-06,9.91476e-05
280,0.000102696,-1.4075e-06,-1.4075e-06,0.000100948,0.000104473,-5.0642e-07,-5.0642e-07,0.000101468
281,0.000100649,1.83714e-08,1.83714e-08,0.000100826,9.95429e-05,1.64584e-06,1.64584e-06,0.000102841
282,9.97999e-05,1.18634e-06,1.18634e-06,0.000101267,0.000101235,4.93687e-07,4.93687e-07,0.000102279
283,9.99349e-05,1.2384e-06,1.2384e-06,9.96739e-05,0.000101121,-2.63846e-07,-2.63846e-07,0.000100442
284,0.00010164,2.48093e-07,2.48093e-07,0.00010204,0.000103344,1.17206e-07,1.17206e-07,0.000102385
285,9.98153e-05,-5.15898e-07,-5.15898e-07,0.000102712,0.000100663,2.67604e-08,2.67604e-08,0.000100433
286,0.000102548,2.72947e-07,2.72947e-07,0.000103185,0.000101568,1.30822e-06,1.30822e-06,0.000100863
287,0.000103562,3.18571e-07,3.18571e-07,0.000102301,0.000100051,1.1092e-06,1.1092e-06,0.000102064
288,9.96794e-05,-2.18401e-07,-2.18401e-07,9.97072e-05,0.00010275,1.98293e-07,1.98293e-07,0.000102681
289,0.000102566,1.33544e-06,1.33544e-06,0.000102446,0.000104453,1.54237e-07,1.54237e-07,0.000102843
290,0.000101258,-3.96047e-07,-3.96047e-07,0.000104906,0.000102347,5.63438e-07,5.63438e-07,0.000101731
291,0.000101365,1.40305e-06,1.40305e-06,0.000101488,0.00010208,4.83739e-07,4.83739e-07,0.000102965
292,0.000102781,2.23719e-06,2.23719e-06,0.000102218,0.000101116,-4.37288e-07,-4.37288e-07,0.000100344
293,0.000101645,1.2435e-06,1.2435e-06,0.000100923,0.000102535,-1.36054e-06,-1.36054e-06,0.000102171
294,9.98111e-05,-4.79964e-08,-4.79964e-08,0.00010066,0.000103038,-1.47971e-08,-1.47971e-08,0.000102591
295,0.000103564,9.11095e-07,9.11095e-07,0.000103416,0.000103741,3.03243e-07,3.03243e-07,0.000102859
296,0.000104761,7.28033e-09,7.28033e-09,0.000100798,0.000101349,-2.39762e-06,-2.39762e-06,0.000103726
297,0.000101687,9.18387e-08,9.18387e-08,0.000100363,0.000101749,-9.40991e-08,-9.40991e-08,9.95792e-05
298,9.92555e-05,1.64138e-06,1.64138e-06,0.00010259,0.000100091,-2.01668e-06,-2.01668e-06,0.000101997
299,0.000100302,2.49337e-07,2.49337e-07,0.00010297,0.000101152,-8.83266e-07,-8.83266e-07,0.000102636
300,0.000102926,-5.49758e-07,-5.49758e-07,0.000101407,0.000100271,-1.64615e-06,-1.64615e-06,0.000106037
301,0.000101786,1.60226e-07,1.60226e-07,0.000102101,0.000102039,2.00005e-06,2.00005e-06,0.000102719
302,9.90955e-05,3.35015e-07,3.35015e-07,0.000101667,0.000102205,-8.15909e-07,-8.15909e-07,0.000101425
303,0.000103922,1.54376e-06,1.54376e-06,0.000101976,0.00010209,-6.68022e-07,-6.68022e-07,0.00010209
304,0.000102536,6.18667e-07,6.18667e-07,0.000104864,0.000101561,1.03582e-06,1.03582e-06,0.000103513
305,0.000103482,-6.14736e-07,-6.14736e-07,9.99419e-05,0.000104302,6.02811e-07,6.02811e-07,0.000100466
306,0.000100329,1.20625e-06,1.20625e-06,9.91353e-05,0.000100794,1.52784e-06,1.52784e-06,0.000100875
307,0.000102002,1.48468e-07,1.48468e-07,0.000104851,0.000102294,5.18753e-07,5.18753e-07,0.000100119
308,9.77619e-05,-1.31787e-06,-1.31787e-06,0.000100355,0.000101016,3.75631e-07,3.75631e-07,0.0001005
309,0.000100512,8.88709e-07,8.88709e-07,0.000100347,0.000104269,-2.35002e-08,-2.35002e-08,0.000102781
310,9.844e-05,-4.78944e-07,-4.78944e-07,0.000100469,9.8736e-05,4.03007e-07,4.03007e-07,0.000102074
311,0.000100698,-1.2517e-06,-1.2517e-06,0.000102468,0.000101898,3.37605e-07,3.37605e-07,0.000101182
312,0.000102191,6.8048e-07,6.8048e-07,0.000100713,0.00010034,1.373e-06,1.373e-06,0.000102948
313,0.000102744,8.44253e-07,8.44253e-07,0.000100982,0.000102548,-6.28071e-07,-6.28071e-07,0.000100222
314,0.000100143,1.27792e-06,1.27792e-06,0.000102032,0.000101249,-6.03523e-07,-6.03523e-07,0.000103721
315,0.000101736,6.82453e-07,6.82453e-07,0.000103549,0.000100792,-3.09915e-06,-3.09915e-06,0.000102192
316,0.000101912,1.08235e-06,1.08235e-06,0.00010095,0.000103084,1.67952e-06,1.67952e-06,0.000100287
317,0.000101391,2.11334e-07,2.11334e-07,0.000101186,0.00010235,-1.72294e-07,-1.72294e-07,0.000103072
318,9.99246e-05,6.3525e-07,6.3525e-07,0.000104634,0.000102313,-7.13973e-07,-7.13973e-07,0.000102399
319,9.97225e-05,9.36697e-07,9.36697e-07,0.000100869,0.000102986,3.23219e-07,3.23219e-07,0.00010039
320,0.000101418,-8.83043e-07,-8.83043e-07,0.000102383,0.000100142,1.13471e-06,1.13471e-06,0.000102579
321,9.98865e-05,-1.39216e-06,-1.39216e-06,0.000104095,0.000102947,-1.46767e-07,-1.46767e-07,0.000100291
322,0.000102224,3.63373e-07,3.63373e-07,0.000101945,0.00010303,3.99845e-07,3.99845e-07,0.000101928
323,0.000102506,7.82101e-07,7.82101e-07,0.000103467,0.000101114,-7.38566e-07,-7.38566e-07,0.000102433
324,0.000101567,-1.28947e-07,-1.28947e-07,0.000100639,0.000101266,-1.17733e-06,-1.17733e-06,0.000101958
325,9.86668e-05,2.47959e-06,2.47959e-06,0.000100649,9.88727e-05,1.8511e-06,1.8511e-06,0.000100254
326,0.000101759,4.25886e-07,4.25886e-07,0.000103117,0.000101265,-8.37422e-07,-8.37422e-07,9.99158e-05
